modele,budget,lignes,feux,rappel,precision
v3,0.5492511334315984,20909147,6267,0.9913002214489086,0.0002997252829108715
v3,0.5732693864401779,21823485,6275,0.9925656437836128,0.0002875342778662528
v3,0.5983379313649219,22777806,6282,0.9936728883264789,0.0002757947802347601
v3,0.6245027117458692,23773859,6290,0.9949383106611832,0.00026457631468244176
v3,0.6518116412577087,24813468,6293,0.9954128440366973,0.0002536122721741274
v3,0.6803147613205514,25898538,6300,0.9965200885795634,0.00024325697458288959
v3,0.7100643199053158,27031058,6305,0.9973109775387535,0.00023325021166393118
v3,0.7411147978021914,28213102,6310,0.9981018664979436,0.0002236549529364052
v3,0.7735230662314088,29446835,6312,0.9984182220816198,0.00021435240833182922
v3,0.8073485181855512,30734518,6315,0.9988927554571339,0.00020546930327653096
v3,0.8426531472349397,32078511,6317,0.9992091110408099,0.00019692310531495679
v3,0.8795016000645574,33481275,6319,0.9995254666244859,0.00018873235860940183
v3,0.9179614128902075,34945381,6321,0.999841822208162,0.00018088227454151953
v3,0.9581030114585133,36473510,6322,1.0,0.00017333127521864498
v3,1.0,38068464,6322,1.0,0.00016606921676692814
